date,gamma_0,gamma_1,gamma_0_se,gamma_1_se,gamma_0_tstat,gamma_1_tstat,gamma_0_pvalue,gamma_1_pvalue,r_squared,n_stocks
2021-01-31,-1.7005820862053718,2.0422808923543383,1.5184644916953502,1.5314608188349585,-1.1199353659608393,1.333550860222451,0.2638470048761414,0.18359976047062315,0.007265176186653566,245
2021-02-28,0.469834820605108,4.042615497878169,1.62005274380122,1.6339185507114322,0.29001205201671915,2.474184221800992,0.7720543373455784,0.014038060758678892,0.02457269007990237,245
2021-03-31,5.10289920218977,1.2581273162486242,1.1820833196288112,1.19220060693595,4.316869308156842,1.0552983356400991,2.3054805126764e-05,0.29233698054176627,0.004562033119915543,245
2021-04-30,0.2842604390436447,1.829169619525181,1.040642013288916,1.0495487240575185,0.2731587187655903,1.7428153430111137,0.7849632187245991,0.08263085206364451,0.01234529894300651,245
2021-05-31,0.4170544092835782,2.4454534344559558,1.0519497023006246,1.0609531940123396,0.39645850782739517,2.304958831602814,0.692114736729885,0.022012380891078962,0.021395733373087533,245
2021-06-30,1.6603234992316398,-0.9240880335669353,0.9527728153888895,0.9609274658705051,1.7426226613675497,-0.9616626294782853,0.08266459884940833,0.3371750365347197,0.003791312043066486,245
2021-07-31,-0.5294688233066407,2.6265943664146305,1.075170818197213,1.08437305622166,-0.4924508871943016,2.4222239305415942,0.6228452647593252,0.016158302258363837,0.023575503344589688,245
2021-08-31,1.9882727559219275,-0.030818943552293466,1.0291761985114674,1.0379847749604432,1.9319070522595005,-0.02969113256354647,0.05453362308921842,0.976337754642949,3.6278195670869096e-06,245
2021-09-30,0.602795477171911,-3.7513058818068448,1.0974126802721007,1.106805283311535,0.549287873202312,-3.3893096991577663,0.5833123171227785,0.000817453986083386,0.045139442358744675,245
2021-10-31,-0.030388241175977215,4.21230718268861,1.1443888273915284,1.1541834927637082,-0.026554122557490265,3.649599226724498,0.9788371590927181,0.00032149594235099773,0.05196471842181405,245
2021-11-30,-0.3460057547772907,-2.175873963996328,1.4539496537954395,1.466393807378609,-0.2379764346544363,-1.483826481704814,0.8120999112018319,0.13915085366854374,0.008979304219371986,245
2021-12-31,4.569455900937901,0.7327568240156579,0.9442823633736205,0.9523643452531338,4.839077884090399,0.769408081757717,2.3194448526275327e-06,0.4423983263631154,0.0024302473952426684,245
2022-01-31,3.2046536576501845,-6.954911779656695,1.619501097470326,1.6333621829160447,1.9787906674814115,-4.258034043153906,0.04896868626759115,2.9487120924830866e-05,0.06943206304806115,245
2022-02-28,1.462942980769681,-5.416650069957972,1.208448686394557,1.2187916312218534,1.2105958633083673,-4.4442790147219124,0.2272264885191855,1.3411081066660889e-05,0.07517219594817626,245
2022-03-31,4.734875405776517,-5.670240884748417,1.4271878228041208,1.439402925584772,3.3176259845557627,-3.9393006530432224,0.0010469681069923094,0.00010683158862596925,0.06002709387560734,245
2022-04-30,7.46864556230194,-9.785800532852553,1.1012030854597723,1.1106281300518936,6.782259930904248,-8.811050493017241,8.935147049701202e-11,2.410922856420792e-16,0.24212798050434237,245
2022-05-31,-1.5924059561093535,1.2933522937032231,1.290412363632343,1.3014568242137277,-1.2340287500244789,0.9937727242581398,0.21838433509822539,0.3213220577754553,0.004047682305664879,245
2022-06-30,1.0935852783168105,-10.956224729674222,1.016741486208754,1.0254436356784644,1.0755784957635526,-10.68437537517628,0.2831825572310517,4.281676965286726e-22,0.3196248037863785,245
2022-07-31,-5.800850291322477,13.866094490483643,1.5033522559525192,1.5162192395608176,-3.8586101616264754,9.145177774224818,0.00014616299191806432,2.467063891592507e-17,0.25604868360010435,245
2022-08-31,1.7160026272252258,-8.289094564109737,0.9408714913123551,0.9489242800106107,1.8238437906453038,-8.735253948836728,0.06940395484105523,4.0203746872682295e-16,0.23897133596516418,245
2022-09-30,-2.696714226946198,-6.239671062594563,1.199208301121039,1.2094721587714092,-2.248745463507271,-5.159003468862704,0.025425235586437635,5.15569417114095e-07,0.09871589310445672,245
2022-10-31,4.891063723168593,2.552816573492709,1.3361686646532334,1.3476047470736652,3.6605137154881096,1.894336287428618,0.0003087939922379752,0.05936781069593109,0.01455262441184857,245
2022-11-30,0.31498484124676684,7.299997014658877,1.175821283775295,1.1858849751854228,0.2678849631258775,6.155737839175728,0.7890151168256926,3.064719339236793e-09,0.13490223582902738,245
2022-12-31,-0.8605556776628007,-2.5512448004272366,0.8641282429573877,0.8715241968288612,-0.9958657001160381,-2.9273367391407237,0.3203060237576066,0.003743130712105641,0.03406337884325206,245
2023-01-31,0.0032143901853151887,10.202129420114593,1.206766759331332,1.2170953087779937,0.00266363832153968,8.382358675228064,0.9978769119958636,4.2208308426375235e-15,0.22429628396422963,245
2023-02-28,2.4246157029672677,-0.5930229803068762,1.255082678036085,1.2658247567348113,1.93183743620877,-0.46848742462311765,0.05454226543363603,0.6398560307048383,0.0009023967430920043,245
2023-03-31,-1.1574683185770978,-1.048922754867894,1.4160368243847836,1.4281564873153865,-0.8173998717017656,-0.7344592586206246,0.41450065460743635,0.46337701293705424,0.0022149612556859877,245
2023-04-30,4.9703641401469625,-3.2710762517158507,1.0623779844575492,1.071470730390984,4.678527052388829,-3.052884375592996,4.799978450055149e-06,0.002518544374457368,0.03693761574892496,245
